Generating SQLite file /traces/thr-decode-131k.sqlite from /traces/thr-decode-131k.nsys-rep
Processing [/traces/thr-decode-131k.sqlite] with [/opt/nvidia/nsight-compute/2026.1.1/host/target-linux-x64/reports/cuda_gpu_kern_sum.py]... 
Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
0.0,4448,6,741.3,688.0,640,960,120.4,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 3)]::operator ()() const::[lambda(int) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
0.0,4384,2,2192.0,2192.0,2176,2208,22.6,"void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_put_kernel_impl<at::native::OpaqueType<(int)8>>(at::TensorIterator &, c10::ArrayRef<long>, c10::ArrayRef<long>)::[lambda(char *, const char *, long) (instance 1)]>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>, const T1 &, bool)::[lambda(int) (instance 1)]>(long, T3)"
0.0,4288,10,428.8,400.0,384,544,60.7,"void <unnamed>::elementwise_kernel_with_index<int, at::native::arange_cuda_out(const c10::Scalar &, const c10::Scalar &, const c10::Scalar &, at::Tensor &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 3)]::operator ()() const::[lambda(long) (instance 1)]>(T1, T2, function_traits<T2>::result_type *)"
0.0,4128,6,688.0,656.0,608,800,89.9,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<int>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
0.0,4000,1,4000.0,4000.0,4000,4000,0.0,_gumbel_sample_kernel
0.0,3552,2,1776.0,1776.0,1632,1920,203.6,_get_num_sampled_and_rejected_kernel
0.0,3168,2,1584.0,1584.0,1280,1888,429.9,_combine_sampled_and_draft_tokens_kernel
0.0,3072,2,1536.0,1536.0,1472,1600,90.5,_prepare_decode_inputs_kernel
0.0,2944,1,2944.0,2944.0,2944,2944,0.0,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::ArgMaxOps<float>, unsigned int, long, (int)4, (int)4>>(T3)"
0.0,2368,1,2368.0,2368.0,2368,2368,0.0,_rejection_kernel
0.0,2304,2,1152.0,1152.0,1056,1248,135.8,preprocess_mamba_align_fused_kernel
0.0,2144,2,1072.0,1072.0,1056,1088,22.6,postprocess_mamba_fused_kernel
0.0,2144,3,714.7,672.0,672,800,73.9,"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::compare_scalar_kernel<int>(at::TensorIteratorBase &, at::native::<unnamed>::OpType, T1)::[lambda(int) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
0.0,2016,2,1008.0,1008.0,960,1056,67.9,_prepare_pos_seq_lens_kernel
0.0,1696,2,848.0,848.0,768,928,113.1,_scatter_num_accepted_kernel
0.0,1536,1,1536.0,1536.0,1536,1536,0.0,"void at::native::_scatter_gather_elementwise_kernel<(int)128, (int)8, void at::native::_cuda_scatter_gather_internal_kernel<(bool)0, at::native::OpaqueType<(int)8>, long>::operator ()<at::native::TensorAssign>(at::TensorIterator &, long, long, long, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
0.0,1504,1,1504.0,1504.0,1504,1504,0.0,_insert_resampled_kernel
0.0,1184,2,592.0,592.0,544,640,67.9,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<bool>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
0.0,1056,1,1056.0,1056.0,1056,1056,0.0,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::masked_fill_kernel(at::TensorIterator &, const c10::Scalar &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 3)]::operator ()() const::[lambda(int, bool) (instance 1)], std::array<char *, (unsigned long)3>>(int, T2, T3)"
0.0,768,1,768.0,768.0,768,768,0.0,_expand_idx_mapping_kernel

