Generating SQLite file /traces/thr-prefill-131k.sqlite from /traces/thr-prefill-131k.nsys-rep
Processing [/traces/thr-prefill-131k.sqlite] with [/opt/nvidia/nsight-compute/2026.1.1/host/target-linux-x64/reports/cuda_gpu_kern_sum.py]... 
Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
0.0,79136,43,1840.4,1824.0,1760,2048,52.9,_get_num_sampled_and_rejected_kernel
0.0,77217,129,598.6,544.0,544,768,75.5,"void at::native::unrolled_elementwise_kernel<at::native::CUDAFunctor_add<int>, std::array<char *, (unsigned long)3>, (int)4, TrivialOffsetCalculator<(int)2, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T4, T5, T6, T7)"
0.0,67072,43,1559.8,1536.0,1472,2432,142.3,_post_update_kernel
0.0,66976,43,1557.6,1536.0,1376,1824,81.4,_combine_sampled_and_draft_tokens_kernel
0.0,64704,42,1540.6,1536.0,1504,1664,35.7,_prepare_decode_inputs_kernel
0.0,61824,43,1437.8,1440.0,1376,1600,43.3,"void at::native::_scatter_gather_elementwise_kernel<(int)128, (int)8, void at::native::_cuda_scatter_gather_internal_kernel<(bool)0, at::native::OpaqueType<(int)8>, long>::operator ()<at::native::TensorAssign>(at::TensorIterator &, long, long, long, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
0.0,47520,43,1105.1,1120.0,1024,1152,27.4,_prepare_pos_seq_lens_kernel
0.0,35136,43,817.1,832.0,768,864,22.5,_scatter_num_accepted_kernel
0.0,31200,43,725.6,704.0,640,864,42.9,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<bool>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
0.0,21312,43,495.6,480.0,416,1216,120.6,"void <unnamed>::elementwise_kernel_with_index<int, at::native::arange_cuda_out(const c10::Scalar &, const c10::Scalar &, const c10::Scalar &, at::Tensor &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 3)]::operator ()() const::[lambda(long) (instance 1)]>(T1, T2, function_traits<T2>::result_type *)"
0.0,12576,6,2096.0,1680.0,544,5696,1926.7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<unsigned char>, std::array<char *, (unsigned long)1>>(int, T2, T3)"

